SDate,CUSIP,Symbol,Price
20060331,278642103,EBAY,
20060515,278642103,EBAY,
20060630,278642103,EBAY,
20060815,278642103,EBAY,
20060930,278642103,EBAY,
20061115,278642103,EBAY,
20061231,278642103,EBAY,
20070215,278642103,EBAY,
20070331,278642103,EBAY,
20070515,278642103,EBAY,33.5
20070630,278642103,EBAY,32.155
20070815,278642103,EBAY,34.53
20070930,278642103,EBAY,39.02
20071115,278642103,EBAY,32.13
20071231,278642103,EBAY,33.03090909090909
20080215,278642103,EBAY,27.675714285714285
20080331,278642103,EBAY,31.088333333333335
20080515,278642103,EBAY,31.93
20080630,278642103,EBAY,27.33
20080815,278642103,EBAY,26.026666666666667
20080930,278642103,EBAY,22.38
20081115,278642103,EBAY,12.83
20081231,278642103,EBAY,13.96
20090215,278642103,EBAY,12.744
20090331,278642103,EBAY,12.56
20090515,278642103,EBAY,16.863333333333333
20090630,278642103,EBAY,17.13
20090815,278642103,EBAY,21.813333333333333
20090930,278642103,EBAY,23.61
20091115,278642103,EBAY,23.74
20091231,278642103,EBAY,23.735
20100215,278642103,EBAY,21.77
20100331,278642103,EBAY,27.026
20100515,278642103,EBAY,22.468
20100630,278642103,EBAY,19.61
20100815,278642103,EBAY,22.034
20100930,278642103,EBAY,24.926666666666666
20101115,278642103,EBAY,30.06
20101231,278642103,EBAY,28.2725
20110215,278642103,EBAY,34.46
20110331,278642103,EBAY,31.04
20110515,278642103,EBAY,33.022
20110630,278642103,EBAY,32.27
20110815,278642103,EBAY,30.9
20110930,278642103,EBAY,30.276666666666667
20111115,278642103,EBAY,31.124
20111231,278642103,EBAY,30.46
20120215,278642103,EBAY,33.735
20120331,278642103,EBAY,36.846000000000004
20120515,278642103,EBAY,40.05
20120630,278642103,EBAY,41.004999999999995
20120815,278642103,EBAY,44.98
20120930,278642103,EBAY,48.41
20121115,278642103,EBAY,46.694
20121231,278642103,EBAY,50.4825
20130215,278642103,EBAY,56.92666666666666
20130331,278642103,EBAY,54.982
20130515,278642103,EBAY,56.65
20130630,278642103,EBAY,51.72
20130815,278642103,EBAY,53.16
20130930,278642103,EBAY,56.120000000000005
20131115,278642103,EBAY,52.78666666666667
20131231,278642103,EBAY,54.45
20140215,278642103,EBAY,54.845
20140331,278642103,EBAY,55.24
20140515,278642103,EBAY,51.36
20140630,278642103,EBAY,50.06
20140815,278642103,EBAY,52.956
20140930,278642103,EBAY,53.39333333333333
20141115,278642103,EBAY,54.36333333333333
20141231,278642103,EBAY,56.67
20150215,278642103,EBAY,56.0375
20150331,278642103,EBAY,57.68
20150515,278642103,EBAY,59.11
20150630,278642103,EBAY,59.9
20150815,278642103,EBAY,28.14
20150930,278642103,EBAY,24.44
20151115,278642103,EBAY,28.19
20151231,278642103,EBAY,27.6825
20160215,278642103,EBAY,22.776
20160331,278642103,EBAY,23.86
20160515,278642103,EBAY,23.78
20160630,278642103,EBAY,23.404
20160815,278642103,EBAY,30.796666666666667
20160930,278642103,EBAY,32.516
20161115,278642103,EBAY,28.49
20161231,278642103,EBAY,29.818
20170215,278642103,EBAY,33.65166666666667
20170331,278642103,EBAY,33.656666666666666
20170515,278642103,EBAY,34.44
20170630,278642103,EBAY,35.03111111111111
20170815,278642103,EBAY,35.25
20170930,278642103,EBAY,38.23
20171115,278642103,EBAY,35.623999999999995
20171231,278642103,EBAY,37.785000000000004
20180215,278642103,EBAY,42.428888888888885
20180331,278642103,EBAY,40.2075
20180515,278642103,EBAY,38.08
20180630,278642103,EBAY,36.22
20180815,278642103,EBAY,33.86
20180930,278642103,EBAY,32.7175
20181115,278642103,EBAY,27.9475
20181231,278642103,EBAY,28.564285714285717
20190215,278642103,EBAY,36.385
20190331,278642103,EBAY,37.14
20190515,278642103,EBAY,37.04
20190630,278642103,EBAY,39.5
20190815,278642103,EBAY,
20190930,278642103,EBAY,
20191115,278642103,EBAY,
20191231,278642103,EBAY,
20200215,278642103,EBAY,
20200331,278642103,EBAY,
20200515,278642103,EBAY,
20200630,278642103,EBAY,
20200815,278642103,EBAY,
20200930,278642103,EBAY,
20201115,278642103,EBAY,
20010215,278865100,ECL,
20010331,278865100,ECL,
20010515,278865100,ECL,
20010630,278865100,ECL,
20010815,278865100,ECL,
20010930,278865100,ECL,
20011115,278865100,ECL,
20011231,278865100,ECL,
20020215,278865100,ECL,
20020331,278865100,ECL,
20020515,278865100,ECL,
20020630,278865100,ECL,
20020815,278865100,ECL,
20020930,278865100,ECL,
20021115,278865100,ECL,
20021231,278865100,ECL,
20030215,278865100,ECL,
20030331,278865100,ECL,
20030515,278865100,ECL,
20030630,278865100,ECL,
20030815,278865100,ECL,
20030930,278865100,ECL,
20031115,278865100,ECL,
20031231,278865100,ECL,
20040215,278865100,ECL,
20040331,278865100,ECL,
20040515,278865100,ECL,
20040630,278865100,ECL,
20040815,278865100,ECL,
20040930,278865100,ECL,
20041115,278865100,ECL,
20041231,278865100,ECL,
20050215,278865100,ECL,
20050331,278865100,ECL,
20050515,278865100,ECL,
20050630,278865100,ECL,
20050815,278865100,ECL,
20050930,278865100,ECL,
20051115,278865100,ECL,
20051231,278865100,ECL,
20060215,278865100,ECL,
20060331,278865100,ECL,
20060515,278865100,ECL,
20060630,278865100,ECL,
20060815,278865100,ECL,
20060930,278865100,ECL,
20061115,278865100,ECL,
20061231,278865100,ECL,
20070215,278865100,ECL,
20070331,278865100,ECL,
20070515,278865100,ECL,43.19555555555556
20070630,278865100,ECL,43.70892857142857
20070815,278865100,ECL,42.177894736842106
20070930,278865100,ECL,47.2
20071115,278865100,ECL,45.537142857142854
20071231,278865100,ECL,49.93903614457831
20080215,278865100,ECL,47.00722891566265
20080331,278865100,ECL,44.22727272727273
20080515,278865100,ECL,44.698490566037734
20080630,278865100,ECL,44.43056603773585
20080815,278865100,ECL,45.89333333333334
20080930,278865100,ECL,48.52
20081115,278865100,ECL,33.20333333333333
20081231,278865100,ECL,34.45666666666667
20090215,278865100,ECL,32.81
20090331,278865100,ECL,34.73
20090515,278865100,ECL,36.75333333333333
20090630,278865100,ECL,38.99
20090815,278865100,ECL,42.13666666666667
20090930,278865100,ECL,46.23
20091115,278865100,ECL,45.93
20091231,278865100,ECL,45.042
20100215,278865100,ECL,41.79
20100331,278865100,ECL,43.95
20100515,278865100,ECL,47.995000000000005
20100630,278865100,ECL,44.91
20100815,278865100,ECL,47.7
20100930,278865100,ECL,50.74
20101115,278865100,ECL,48.24
20101231,278865100,ECL,50.336
20110215,278865100,ECL,48.67333333333333
20110331,278865100,ECL,50.6175
20110515,278865100,ECL,52.07
20110630,278865100,ECL,56.38
20110815,278865100,ECL,47.26
20110930,278865100,ECL,49.18333333333333
20111115,278865100,ECL,55.64
20111231,278865100,ECL,57.72
20120215,278865100,ECL,61.644999999999996
20120331,278865100,ECL,61.71666666666667
20120515,278865100,ECL,64.26
20120630,278865100,ECL,67.705
20120815,278865100,ECL,65.09
20120930,278865100,ECL,64.81
20121115,278865100,ECL,68.7
20121231,278865100,ECL,71.88000000000001
20130215,278865100,ECL,74.91749999999999
20130331,278865100,ECL,80.18
20130515,278865100,ECL,88.065
20130630,278865100,ECL,86.25800000000001
20130815,278865100,ECL,92.2
20130930,278865100,ECL,97.96000000000001
20131115,278865100,ECL,106.95666666666666
20131231,278865100,ECL,104.34166666666667
20140215,278865100,ECL,102.725
20140331,278865100,ECL,107.99
20140515,278865100,ECL,105.81
20140630,278865100,ECL,111.34
20140815,278865100,ECL,111.82
20140930,278865100,ECL,114.83
20141115,278865100,ECL,112.5525
20141231,278865100,ECL,105.25999999999999
20150215,278865100,ECL,111.07166666666667
20150331,278865100,ECL,114.38
20150515,278865100,ECL,115.938
20150630,278865100,ECL,113.07
20150815,278865100,ECL,116.08
20150930,278865100,ECL,109.72
20151115,278865100,ECL,116.43
20151231,278865100,ECL,115.586
20160215,278865100,ECL,106.63
20160331,278865100,ECL,111.52
20160515,278865100,ECL,116.02
20160630,278865100,ECL,118.6
20160815,278865100,ECL,122.56625
20160930,278865100,ECL,121.50999999999999
20161115,278865100,ECL,114.4752380952381
20161231,278865100,ECL,119.12
20170215,278865100,ECL,123.4
20170331,278865100,ECL,125.32235294117648
20170515,278865100,ECL,127.27
20170630,278865100,ECL,132.57555555555555
20170815,278865100,ECL,129.9
20170930,278865100,ECL,130.41857142857143
20171115,278865100,ECL,131.41
20171231,278865100,ECL,134.2675
20180215,278865100,ECL,131.77
20180331,278865100,ECL,136.68166666666667
20180515,278865100,ECL,146.54999999999998
20180630,278865100,ECL,140.16000000000003
20180815,278865100,ECL,147.094
20180930,278865100,ECL,156.82307692307694
20181115,278865100,ECL,158.9857142857143
20181231,278865100,ECL,143.6625
20190215,278865100,ECL,162.93
20190331,278865100,ECL,177.26399999999998
20190515,278865100,ECL,179.80714285714285
20190630,278865100,ECL,194.25799999999998
20190815,278865100,ECL,
20190930,278865100,ECL,
20191115,278865100,ECL,
20191231,278865100,ECL,
20200215,278865100,ECL,
20200331,278865100,ECL,
20200515,278865100,ECL,
20200630,278865100,ECL,
20200815,278865100,ECL,
20200930,278865100,ECL,
20201115,278865100,ECL,
20010215,209115104,ED,
20010331,209115104,ED,
20010515,209115104,ED,
20010630,209115104,ED,
20010815,209115104,ED,
20010930,209115104,ED,
20011115,209115104,ED,
20011231,209115104,ED,
20020215,209115104,ED,
20020331,209115104,ED,
20020515,209115104,ED,
20020630,209115104,ED,
20020815,209115104,ED,
20020930,209115104,ED,
20021115,209115104,ED,
20021231,209115104,ED,
20030215,209115104,ED,
20030331,209115104,ED,
20030515,209115104,ED,
20030630,209115104,ED,
20030815,209115104,ED,
20030930,209115104,ED,
20031115,209115104,ED,
20031231,209115104,ED,
20040215,209115104,ED,
20040331,209115104,ED,
20040515,209115104,ED,
20040630,209115104,ED,
20040815,209115104,ED,
20040930,209115104,ED,
20041115,209115104,ED,
20041231,209115104,ED,
20050215,209115104,ED,
20050331,209115104,ED,
20050515,209115104,ED,
20050630,209115104,ED,
20050815,209115104,ED,
20050930,209115104,ED,
20051115,209115104,ED,
20051231,209115104,ED,
20060215,209115104,ED,
20060331,209115104,ED,
20060515,209115104,ED,
20060630,209115104,ED,
20060815,209115104,ED,
20060930,209115104,ED,
20061115,209115104,ED,
20061231,209115104,ED,
20070215,209115104,ED,
20070331,209115104,ED,
20070515,209115104,ED,50.68
20070630,209115104,ED,46.10611111111111
20070815,209115104,ED,45.03
20070930,209115104,ED,47.15571428571428
20071115,209115104,ED,47.81
20071231,209115104,ED,47.058461538461536
20080215,209115104,ED,42.796
20080331,209115104,ED,40.668749999999996
20080515,209115104,ED,41.6
20080630,209115104,ED,38.89
20080815,209115104,ED,41.135
20080930,209115104,ED,42.96
20081115,209115104,ED,39.446666666666665
20081231,209115104,ED,38.725
20090215,209115104,ED,39.574999999999996
20090331,209115104,ED,39.61
20090515,209115104,ED,35.06
20090630,209115104,ED,37.42
20090815,209115104,ED,40.583333333333336
20090930,209115104,ED,40.94
20091115,209115104,ED,42.46
20091231,209115104,ED,45.955
20100215,209115104,ED,42.22
20100331,209115104,ED,44.724
20100515,209115104,ED,44.47333333333333
20100630,209115104,ED,43.19
20100815,209115104,ED,47.55
20100930,209115104,ED,48.22
20101115,209115104,ED,49.21
20101231,209115104,ED,49.552499999999995
20110215,209115104,ED,49.53
20110331,209115104,ED,50.72
20110515,209115104,ED,54.12
20110630,209115104,ED,53.24
20110815,209115104,ED,54.79
20110930,209115104,ED,57.21333333333334
20111115,209115104,ED,58.75
20111231,209115104,ED,62.094
20120215,209115104,ED,57.95333333333333
20120331,209115104,ED,58.28
20120515,209115104,ED,58.75
20120630,209115104,ED,62.15
20120815,209115104,ED,62.29666666666667
20120930,209115104,ED,59.504999999999995
20121115,209115104,ED,54.43
20121231,209115104,ED,55.483333333333334
20130215,209115104,ED,56.71909090909091
20130331,209115104,ED,60.59
20130515,209115104,ED,60.534
20130630,209115104,ED,57.74333333333333
20130815,209115104,ED,57.39
20130930,209115104,ED,56.30117647058823
20131115,209115104,ED,57.72333333333333
20131231,209115104,ED,54.806666666666665
20140215,209115104,ED,54.84
20140331,209115104,ED,53.65
20140515,209115104,ED,54.96
20140630,209115104,ED,57.74
20140815,209115104,ED,56.616
20140930,209115104,ED,56.66
20141115,209115104,ED,62.316
20141231,209115104,ED,66.46000000000001
20150215,209115104,ED,64.536
20150331,209115104,ED,61.0
20150515,209115104,ED,60.855000000000004
20150630,209115104,ED,57.88
20150815,209115104,ED,66.756
20150930,209115104,ED,65.765
20151115,209115104,ED,61.91
20151231,209115104,ED,64.89333333333333
20160215,209115104,ED,70.72
20160331,209115104,ED,76.62
20160515,209115104,ED,74.62
20160630,209115104,ED,79.90571428571428
20160815,209115104,ED,77.7025
20160930,209115104,ED,75.905
20161115,209115104,ED,70.57
20161231,209115104,ED,73.875
20170215,209115104,ED,73.7
20170331,209115104,ED,78.49739130434783
20170515,209115104,ED,79.61
20170630,209115104,ED,81.4342857142857
20170815,209115104,ED,83.05
20170930,209115104,ED,81.2923076923077
20171115,209115104,ED,88.02
20171231,209115104,ED,83.59818181818181
20180215,209115104,ED,76.83857142857143
20180331,209115104,ED,77.845
20180515,209115104,ED,74.9
20180630,209115104,ED,77.96666666666667
20180815,209115104,ED,78.81666666666666
20180930,209115104,ED,75.20529411764706
20181115,209115104,ED,76.54
20181231,209115104,ED,76.29714285714284
20190215,209115104,ED,78.1575
20190331,209115104,ED,85.02285714285715
20190515,209115104,ED,85.635
20190630,209115104,ED,87.68
20190815,209115104,ED,
20190930,209115104,ED,
20191115,209115104,ED,
20191231,209115104,ED,
20200215,209115104,ED,
20200331,209115104,ED,
20200515,209115104,ED,
20200630,209115104,ED,
20200815,209115104,ED,
20200930,209115104,ED,
20201115,209115104,ED,
20010215,294429105,EFX,
20010331,294429105,EFX,
20010515,294429105,EFX,
20010630,294429105,EFX,
20010815,294429105,EFX,
20010930,294429105,EFX,
20011115,294429105,EFX,
20011231,294429105,EFX,
20020215,294429105,EFX,
20020331,294429105,EFX,
20020515,294429105,EFX,
20020630,294429105,EFX,
20020815,294429105,EFX,
20020930,294429105,EFX,
20021115,294429105,EFX,
20021231,294429105,EFX,
20030215,294429105,EFX,
20030331,294429105,EFX,
20030515,294429105,EFX,
20030630,294429105,EFX,
20030815,294429105,EFX,
20030930,294429105,EFX,
20031115,294429105,EFX,
20031231,294429105,EFX,
20040215,294429105,EFX,
20040331,294429105,EFX,
20040515,294429105,EFX,
20040630,294429105,EFX,
20040815,294429105,EFX,
20040930,294429105,EFX,
20041115,294429105,EFX,
20041231,294429105,EFX,
20050215,294429105,EFX,
20050331,294429105,EFX,
20050515,294429105,EFX,
20050630,294429105,EFX,
20050815,294429105,EFX,
20050930,294429105,EFX,
20051115,294429105,EFX,
20051231,294429105,EFX,
20060215,294429105,EFX,
20060331,294429105,EFX,
20060515,294429105,EFX,
20060630,294429105,EFX,
20060815,294429105,EFX,
20060930,294429105,EFX,
20061115,294429105,EFX,
20061231,294429105,EFX,
20070215,294429105,EFX,
20070331,294429105,EFX,
20070515,294429105,EFX,41.192
20070630,294429105,EFX,44.94117647058824
20070815,294429105,EFX,39.305
20070930,294429105,EFX,38.38684210526316
20071115,294429105,EFX,37.85
20071231,294429105,EFX,35.185833333333335
20080215,294429105,EFX,35.018196721311476
20080331,294429105,EFX,34.65
20080515,294429105,EFX,38.240526315789474
20080630,294429105,EFX,35.82184210526316
20080815,294429105,EFX,36.72
20080930,294429105,EFX,34.45
20081115,294429105,EFX,23.845
20081231,294429105,EFX,26.009999999999998
20090215,294429105,EFX,22.944
20090331,294429105,EFX,24.45
20090515,294429105,EFX,27.490000000000002
20090630,294429105,EFX,26.1
20090815,294429105,EFX,27.4175
20090930,294429105,EFX,29.14
20091115,294429105,EFX,29.11
20091231,294429105,EFX,31.256
20100215,294429105,EFX,31.44
20100331,294429105,EFX,35.8
20100515,294429105,EFX,32.50666666666667
20100630,294429105,EFX,28.06
20100815,294429105,EFX,31.1875
20100930,294429105,EFX,31.2
20101115,294429105,EFX,34.38
20101231,294429105,EFX,36.06777777777778
20110215,294429105,EFX,36.24
20110331,294429105,EFX,38.706
20110515,294429105,EFX,37.5425
20110630,294429105,EFX,34.72
20110815,294429105,EFX,31.19
20110930,294429105,EFX,31.153333333333332
20111115,294429105,EFX,35.9
20111231,294429105,EFX,38.765
20120215,294429105,EFX,42.81333333333333
20120331,294429105,EFX,44.013333333333335
20120515,294429105,EFX,46.23
20120630,294429105,EFX,47.041428571428575
20120815,294429105,EFX,46.464
20120930,294429105,EFX,46.58
20121115,294429105,EFX,49.79
20121231,294429105,EFX,53.644999999999996
20130215,294429105,EFX,54.60666666666666
20130331,294429105,EFX,57.59
20130515,294429105,EFX,62.85818181818182
20130630,294429105,EFX,58.93
20130815,294429105,EFX,62.69
20130930,294429105,EFX,59.85
20131115,294429105,EFX,66.20500000000001
20131231,294429105,EFX,69.05
20140215,294429105,EFX,70.432
20140331,294429105,EFX,68.03
20140515,294429105,EFX,70.39
20140630,294429105,EFX,72.54
20140815,294429105,EFX,77.28333333333333
20140930,294429105,EFX,74.74
20141115,294429105,EFX,78.24333333333334
20141231,294429105,EFX,81.215
20150215,294429105,EFX,92.605
20150331,294429105,EFX,93.0
20150515,294429105,EFX,99.072
20150630,294429105,EFX,97.09
20150815,294429105,EFX,104.27333333333334
20150930,294429105,EFX,97.18
20151115,294429105,EFX,104.67
20151231,294429105,EFX,112.42
20160215,294429105,EFX,99.64750000000001
20160331,294429105,EFX,114.29
20160515,294429105,EFX,122.59
20160630,294429105,EFX,128.4
20160815,294429105,EFX,131.56
20160930,294429105,EFX,133.318
20161115,294429105,EFX,117.32
20161231,294429105,EFX,120.16923076923078
20170215,294429105,EFX,130.4025
20170331,294429105,EFX,136.56
20170515,294429105,EFX,135.24
20170630,294429105,EFX,137.272
20170815,294429105,EFX,142.88
20170930,294429105,EFX,106.11666666666666
20171115,294429105,EFX,110.21
20171231,294429105,EFX,121.16076923076923
20180215,294429105,EFX,114.3
20180331,294429105,EFX,117.83666666666667
20180515,294429105,EFX,113.88333333333333
20180630,294429105,EFX,124.98
20180815,294429105,EFX,129.03
20180930,294429105,EFX,130.69
20181115,294429105,EFX,99.63
20181231,294429105,EFX,93.33
20190215,294429105,EFX,109.00800000000001
20190331,294429105,EFX,118.5
20190515,294429105,EFX,118.72
20190630,294429105,EFX,135.24
20190815,294429105,EFX,
20190930,294429105,EFX,
20191115,294429105,EFX,
20191231,294429105,EFX,
20200215,294429105,EFX,
20200331,294429105,EFX,
20200515,294429105,EFX,
20200630,294429105,EFX,
20200815,294429105,EFX,
20200930,294429105,EFX,
20201115,294429105,EFX,
20010215,281020107,EIX,
20010331,281020107,EIX,
20010515,281020107,EIX,
20010630,281020107,EIX,
20010815,281020107,EIX,
20010930,281020107,EIX,
20011115,281020107,EIX,
20011231,281020107,EIX,
20020215,281020107,EIX,
20020331,281020107,EIX,
20020515,281020107,EIX,
20020630,281020107,EIX,
20020815,281020107,EIX,
20020930,281020107,EIX,
20021115,281020107,EIX,
20021231,281020107,EIX,
20030215,281020107,EIX,
20030331,281020107,EIX,
20030515,281020107,EIX,
20030630,281020107,EIX,
20030815,281020107,EIX,
20030930,281020107,EIX,
20031115,281020107,EIX,
20031231,281020107,EIX,
20040215,281020107,EIX,
20040331,281020107,EIX,
20040515,281020107,EIX,
20040630,281020107,EIX,
20040815,281020107,EIX,
20040930,281020107,EIX,
20041115,281020107,EIX,
20041231,281020107,EIX,
20050215,281020107,EIX,
20050331,281020107,EIX,
20050515,281020107,EIX,
20050630,281020107,EIX,
20050815,281020107,EIX,
20050930,281020107,EIX,
20051115,281020107,EIX,
20051231,281020107,EIX,
20060215,281020107,EIX,
20060331,281020107,EIX,
20060515,281020107,EIX,
20060630,281020107,EIX,
20060815,281020107,EIX,
20060930,281020107,EIX,
20061115,281020107,EIX,
20061231,281020107,EIX,
20070215,281020107,EIX,
20070331,281020107,EIX,
20070515,281020107,EIX,57.558571428571426
20070630,281020107,EIX,56.17681818181818
20070815,281020107,EIX,53.28823529411765
20070930,281020107,EIX,53.721111111111114
20071115,281020107,EIX,54.385555555555555
20071231,281020107,EIX,53.35809523809524
20080215,281020107,EIX,52.542
20080331,281020107,EIX,49.669
20080515,281020107,EIX,52.37111111111111
20080630,281020107,EIX,51.026153846153846
20080815,281020107,EIX,46.39
20080930,281020107,EIX,39.9
20081115,281020107,EIX,34.19
20081231,281020107,EIX,31.799999999999997
20090215,281020107,EIX,31.23
20090331,281020107,EIX,28.81
20090515,281020107,EIX,29.0
20090630,281020107,EIX,31.46
20090815,281020107,EIX,31.645
20090930,281020107,EIX,33.664
20091115,281020107,EIX,33.32
20091231,281020107,EIX,35.24875
20100215,281020107,EIX,33.06666666666667
20100331,281020107,EIX,34.17
20100515,281020107,EIX,33.769999999999996
20100630,281020107,EIX,32.08833333333333
20100815,281020107,EIX,33.94
20100930,281020107,EIX,34.39
20101115,281020107,EIX,37.77
20101231,281020107,EIX,38.836
20110215,281020107,EIX,37.05
20110331,281020107,EIX,36.59
20110515,281020107,EIX,39.55
20110630,281020107,EIX,38.75
20110815,281020107,EIX,36.25
20110930,281020107,EIX,38.25666666666667
20111115,281020107,EIX,40.114999999999995
20111231,281020107,EIX,41.46
20120215,281020107,EIX,41.06
20120331,281020107,EIX,42.50666666666667
20120515,281020107,EIX,44.1
20120630,281020107,EIX,46.14
20120815,281020107,EIX,44.796
20120930,281020107,EIX,45.69
20121115,281020107,EIX,43.79
20121231,281020107,EIX,44.980000000000004
20130215,281020107,EIX,46.352
20130331,281020107,EIX,50.32
20130515,281020107,EIX,49.48
20130630,281020107,EIX,48.16
20130815,281020107,EIX,47.864999999999995
20130930,281020107,EIX,46.06
20131115,281020107,EIX,48.794
20131231,281020107,EIX,46.00333333333333
20140215,281020107,EIX,50.176
20140331,281020107,EIX,56.61
20140515,281020107,EIX,55.24
20140630,281020107,EIX,58.11
20140815,281020107,EIX,56.87
20140930,281020107,EIX,55.92
20141115,281020107,EIX,62.592
20141231,281020107,EIX,66.20500000000001
20150215,281020107,EIX,63.38249999999999
20150331,281020107,EIX,62.985
20150515,281020107,EIX,59.64
20150630,281020107,EIX,56.04
20150815,281020107,EIX,60.95666666666667
20150930,281020107,EIX,63.07
20151115,281020107,EIX,59.7
20151231,281020107,EIX,60.027499999999996
20160215,281020107,EIX,62.374
20160331,281020107,EIX,71.55307692307692
20160515,281020107,EIX,71.54249999999999
20160630,281020107,EIX,77.67
20160815,281020107,EIX,74.56
20160930,281020107,EIX,72.53666666666668
20161115,281020107,EIX,68.45666666666666
20161231,281020107,EIX,72.13499999999999
20170215,281020107,EIX,75.99000000000001
20170331,281020107,EIX,79.89818181818181
20170515,281020107,EIX,78.38333333333334
20170630,281020107,EIX,77.94833333333332
20170815,281020107,EIX,79.5925
20170930,281020107,EIX,77.98142857142857
20171115,281020107,EIX,81.84
20171231,281020107,EIX,63.525999999999996
20180215,281020107,EIX,60.46333333333333
20180331,281020107,EIX,63.512499999999996
20180515,281020107,EIX,61.55
20180630,281020107,EIX,63.34
20180815,281020107,EIX,67.51714285714286
20180930,281020107,EIX,67.55
20181115,281020107,EIX,47.19
20181231,281020107,EIX,57.1325
20190215,281020107,EIX,60.515
20190331,281020107,EIX,62.660999999999994
20190515,281020107,EIX,60.086666666666666
20190630,281020107,EIX,66.42153846153846
20190815,281020107,EIX,
20190930,281020107,EIX,
20191115,281020107,EIX,
20191231,281020107,EIX,
20200215,281020107,EIX,
20200331,281020107,EIX,
20200515,281020107,EIX,
20200630,281020107,EIX,
20200815,281020107,EIX,
20200930,281020107,EIX,
20201115,281020107,EIX,
20010215,518439104,EL,
20010331,518439104,EL,
20010515,518439104,EL,
20010630,518439104,EL,
20010815,518439104,EL,
20010930,518439104,EL,
20011115,518439104,EL,
20011231,518439104,EL,
20020215,518439104,EL,
20020331,518439104,EL,
20020515,518439104,EL,
20020630,518439104,EL,
20020815,518439104,EL,
20020930,518439104,EL,
20021115,518439104,EL,
20021231,518439104,EL,
20030215,518439104,EL,
20030331,518439104,EL,
20030515,518439104,EL,
20030630,518439104,EL,
20030815,518439104,EL,
20030930,518439104,EL,
20031115,518439104,EL,
20031231,518439104,EL,
20040215,518439104,EL,
20040331,518439104,EL,
20040515,518439104,EL,
20040630,518439104,EL,
20040815,518439104,EL,
20040930,518439104,EL,
20041115,518439104,EL,
20041231,518439104,EL,
20050215,518439104,EL,
20050331,518439104,EL,
20050515,518439104,EL,
20050630,518439104,EL,
20050815,518439104,EL,
20050930,518439104,EL,
20051115,518439104,EL,
20051231,518439104,EL,
20060215,518439104,EL,
20060331,518439104,EL,
20060515,518439104,EL,
20060630,518439104,EL,
20060815,518439104,EL,
20060930,518439104,EL,
20061115,518439104,EL,
20061231,518439104,EL,
20070215,518439104,EL,
20070331,518439104,EL,
20070515,518439104,EL,47.14454545454545
20070630,518439104,EL,46.25671641791045
20070815,518439104,EL,43.752
20070930,518439104,EL,43.15769230769231
20071115,518439104,EL,43.015116279069765
20071231,518439104,EL,43.71
20080215,518439104,EL,43.83222222222222
20080331,518439104,EL,45.789
20080515,518439104,EL,48.25
20080630,518439104,EL,46.18923076923077
20080815,518439104,EL,51.49333333333333
20080930,518439104,EL,49.91
20081115,518439104,EL,30.563333333333333
20081231,518439104,EL,30.46
20090215,518439104,EL,26.408
20090331,518439104,EL,24.65
20090515,518439104,EL,32.15333333333333
20090630,518439104,EL,32.67
20090815,518439104,EL,36.4
20090930,518439104,EL,37.08
20091115,518439104,EL,46.63
20091231,518439104,EL,48.9675
20100215,518439104,EL,56.66
20100331,518439104,EL,64.87
20100515,518439104,EL,61.76
20100630,518439104,EL,55.73
20100815,518439104,EL,57.82
20100930,518439104,EL,63.23
20101115,518439104,EL,72.72
20101231,518439104,EL,80.39666666666668
20110215,518439104,EL,94.49000000000001
20110331,518439104,EL,96.36
20110515,518439104,EL,100.4225
20110630,518439104,EL,105.19
20110815,518439104,EL,94.27
20110930,518439104,EL,88.57333333333334
20111115,518439104,EL,115.73
20111231,518439104,EL,113.07
20120215,518439104,EL,55.18
20120331,518439104,EL,62.03666666666666
20120515,518439104,EL,56.47
20120630,518439104,EL,53.81
20120815,518439104,EL,60.93
20120930,518439104,EL,62.787499999999994
20121115,518439104,EL,57.98666666666667
20121231,518439104,EL,58.894999999999996
20130215,518439104,EL,63.552
20130331,518439104,EL,63.714999999999996
20130515,518439104,EL,71.63
20130630,518439104,EL,65.77
20130815,518439104,EL,67.36
20130930,518439104,EL,70.46000000000001
20131115,518439104,EL,73.51666666666667
20131231,518439104,EL,75.18
20140215,518439104,EL,67.76
20140331,518439104,EL,67.495
20140515,518439104,EL,73.07
20140630,518439104,EL,74.26
20140815,518439104,EL,75.98666666666666
20140930,518439104,EL,74.72
20141115,518439104,EL,71.73666666666666
20141231,518439104,EL,76.685
20150215,518439104,EL,82.095
20150331,518439104,EL,83.615
20150515,518439104,EL,89.24333333333334
20150630,518439104,EL,86.66
20150815,518439104,EL,89.14999999999999
20150930,518439104,EL,80.68
20151115,518439104,EL,82.66
20151231,518439104,EL,88.7875
20160215,518439104,EL,88.31
20160331,518439104,EL,94.38499999999999
20160515,518439104,EL,93.245
20160630,518439104,EL,91.02
20160815,518439104,EL,93.2
20160930,518439104,EL,87.43333333333334
20161115,518439104,EL,77.75
20161231,518439104,EL,77.648
20170215,518439104,EL,83.04333333333334
20170331,518439104,EL,85.20142857142858
20170515,518439104,EL,92.05428571428573
20170630,518439104,EL,96.2325
20170815,518439104,EL,101.04
20170930,518439104,EL,108.27375
20171115,518439104,EL,124.61
20171231,518439104,EL,129.14923076923077
20180215,518439104,EL,139.992
20180331,518439104,EL,148.7975
20180515,518439104,EL,143.71571428571428
